n_activities,n_dependencies,n_dus,n_dps,n_dus_edges,dus_distance_to_end,dataset,instance
122,257,17,55,61,2.235294117647059,j120,j12055_2.sm
122,257,22,72,95,1.9545454545454546,j120,j12055_3.sm
122,257,19,59,69,2.1578947368421053,j120,j12055_4.sm
122,257,19,60,73,2.0526315789473686,j120,j12055_5.sm
122,257,21,66,84,2.1904761904761907,j120,j12055_6.sm
122,257,20,67,85,2.55,j120,j12055_7.sm
122,257,19,60,65,2.0,j120,j12055_8.sm
122,257,18,61,65,2.0,j120,j12055_9.sm
122,257,19,67,78,2.0526315789473686,j120,j12056_1.sm
122,257,17,65,69,2.176470588235294,j120,j12056_10.sm
122,257,20,68,83,2.1,j120,j12056_2.sm
122,257,20,65,78,2.2,j120,j12056_3.sm
122,257,19,66,79,1.9473684210526316,j120,j12056_4.sm
122,257,20,65,75,2.25,j120,j12056_5.sm
122,257,16,62,58,2.375,j120,j12056_6.sm
122,257,20,72,88,2.3,j120,j12056_7.sm
122,257,20,76,87,2.5,j120,j12056_8.sm
122,257,18,68,69,2.111111111111111,j120,j12056_9.sm
122,257,19,63,72,2.263157894736842,j120,j12057_1.sm
122,257,22,65,84,2.3181818181818183,j120,j12057_10.sm
122,257,18,67,70,2.3333333333333335,j120,j12057_2.sm
122,257,20,70,83,2.3,j120,j12057_3.sm
122,257,20,71,80,2.2,j120,j12057_4.sm
122,257,18,65,70,2.1666666666666665,j120,j12057_5.sm
122,257,19,72,77,2.4210526315789473,j120,j12057_6.sm
122,257,18,61,71,2.5,j120,j12057_7.sm
122,257,18,66,72,2.111111111111111,j120,j12057_8.sm
122,257,20,71,84,2.1,j120,j12057_9.sm
122,257,20,72,87,2.6,j120,j12058_1.sm
122,257,19,66,79,2.210526315789474,j120,j12058_10.sm
122,257,20,67,83,2.3,j120,j12058_2.sm
122,257,16,53,57,2.4375,j120,j12058_3.sm
122,257,19,70,81,1.9473684210526316,j120,j12058_4.sm
122,257,17,65,67,2.235294117647059,j120,j12058_5.sm
122,257,19,64,74,2.3157894736842106,j120,j12058_6.sm
122,257,18,64,71,2.1666666666666665,j120,j12058_7.sm
122,257,18,65,69,2.3333333333333335,j120,j12058_8.sm
122,257,18,69,69,2.4444444444444446,j120,j12058_9.sm
122,257,20,73,83,2.2,j120,j12059_1.sm
122,257,19,76,78,2.3684210526315788,j120,j12059_10.sm
122,257,17,58,62,2.4705882352941178,j120,j12059_2.sm
122,257,19,62,75,1.9473684210526316,j120,j12059_3.sm
122,257,21,70,81,2.3333333333333335,j120,j12059_4.sm
122,257,19,58,69,2.210526315789474,j120,j12059_5.sm
122,257,18,67,70,2.3333333333333335,j120,j12059_6.sm
122,257,19,69,76,2.3157894736842106,j120,j12059_7.sm
122,257,20,78,88,2.4,j120,j12059_8.sm
122,257,20,64,77,2.15,j120,j12059_9.sm
122,183,18,45,56,2.2777777777777777,j120,j1205_1.sm
122,183,19,37,54,2.263157894736842,j120,j1205_10.sm
122,183,16,45,51,2.1875,j120,j1205_2.sm
122,183,15,35,43,2.2666666666666666,j120,j1205_3.sm
122,183,18,39,54,2.0555555555555554,j120,j1205_4.sm
122,183,15,39,43,2.2666666666666666,j120,j1205_5.sm
122,183,18,43,51,2.388888888888889,j120,j1205_6.sm
122,183,15,38,42,2.2,j120,j1205_7.sm
122,183,15,35,39,2.2,j120,j1205_8.sm
122,183,19,46,59,2.1578947368421053,j120,j1205_9.sm
122,257,17,55,61,2.1176470588235294,j120,j12060_1.sm
122,257,18,62,69,2.111111111111111,j120,j12060_10.sm
122,257,16,58,56,2.25,j120,j12060_2.sm
122,257,19,71,79,2.0,j120,j12060_3.sm
122,257,20,69,79,2.2,j120,j12060_4.sm
122,257,19,67,75,2.1578947368421053,j120,j12060_5.sm
122,257,21,68,87,2.238095238095238,j120,j12060_6.sm
122,257,19,69,71,2.263157894736842,j120,j12060_7.sm
122,257,18,68,70,2.0,j120,j12060_8.sm
122,257,17,55,61,2.0,j120,j12060_9.sm
122,183,16,40,49,2.4375,j120,j1206_1.sm
122,183,16,45,55,2.125,j120,j1206_10.sm
122,183,17,40,50,2.176470588235294,j120,j1206_2.sm
122,183,17,36,49,2.1176470588235294,j120,j1206_3.sm
122,183,19,50,60,2.1052631578947367,j120,j1206_4.sm
122,183,15,35,43,2.0,j120,j1206_5.sm
122,183,15,40,45,2.533333333333333,j120,j1206_6.sm
122,183,19,40,52,2.6842105263157894,j120,j1206_7.sm
122,183,17,42,51,2.1176470588235294,j120,j1206_8.sm
122,183,19,47,56,2.0,j120,j1206_9.sm
122,183,15,41,47,2.1333333333333333,j120,j1207_1.sm
122,183,17,46,52,2.235294117647059,j120,j1207_10.sm
122,183,16,39,45,2.1875,j120,j1207_2.sm
122,183,17,41,52,2.1176470588235294,j120,j1207_3.sm
122,183,20,46,58,2.35,j120,j1207_4.sm
122,183,17,45,54,2.176470588235294,j120,j1207_5.sm
122,183,16,37,44,2.25,j120,j1207_6.sm
122,183,17,42,57,1.9411764705882353,j120,j1207_7.sm
122,183,16,43,51,2.1875,j120,j1207_8.sm
122,183,15,34,40,2.6,j120,j1207_9.sm
122,183,16,39,49,2.0625,j120,j1208_1.sm
122,183,15,39,47,2.3333333333333335,j120,j1208_10.sm
122,183,17,43,53,2.235294117647059,j120,j1208_2.sm
122,183,16,38,48,1.9375,j120,j1208_3.sm
122,183,20,48,66,2.25,j120,j1208_4.sm
122,183,16,43,48,2.0,j120,j1208_5.sm
122,183,15,39,46,2.1333333333333333,j120,j1208_6.sm
122,183,15,38,43,1.9333333333333333,j120,j1208_7.sm
122,183,17,45,54,2.1176470588235294,j120,j1208_8.sm
122,183,18,44,52,2.388888888888889,j120,j1208_9.sm
122,183,17,39,53,2.235294117647059,j120,j1209_1.sm
122,183,15,38,43,2.2,j120,j1209_10.sm
122,183,18,41,53,2.5555555555555554,j120,j1209_2.sm
122,183,14,37,39,1.8571428571428572,j120,j1209_3.sm
122,183,17,43,53,2.176470588235294,j120,j1209_4.sm
122,183,20,45,62,2.25,j120,j1209_5.sm
122,183,17,43,53,2.0588235294117645,j120,j1209_6.sm
122,183,15,40,41,2.2666666666666666,j120,j1209_7.sm
122,183,17,43,52,2.3529411764705883,j120,j1209_8.sm
122,183,17,47,58,2.176470588235294,j120,j1209_9.sm
